Affiliation1,Affiliation2,Ratio,Token_Sort_Ratio
Institut fu&#x0308;r Wirtschaftsinformatik,Deloitte and Touche LLP,25,28
Institut fu&#x0308;r Wirtschaftsinformatik,The Nature Company,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,"Carrier Corporation, USA",27,31
Institut fu&#x0308;r Wirtschaftsinformatik,Universidade da Beira Interior,33,34
Institut fu&#x0308;r Wirtschaftsinformatik,Royal Canadian Mounted Police,25,26
Institut fu&#x0308;r Wirtschaftsinformatik,Agilent Technologies,32,33
Institut fu&#x0308;r Wirtschaftsinformatik,Cigna,17,17
Institut fu&#x0308;r Wirtschaftsinformatik,Università degli Studi di Udine,27,34
Institut fu&#x0308;r Wirtschaftsinformatik,Xian University of Arts and Science,39,34
Institut fu&#x0308;r Wirtschaftsinformatik,Weinan Teachers University,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,Hampton University,27,24
Institut fu&#x0308;r Wirtschaftsinformatik,Institute of Oceanology Chinese Academy of Sciences,41,35
Institut fu&#x0308;r Wirtschaftsinformatik,Virtual Surveys Ltd.,26,30
Institut fu&#x0308;r Wirtschaftsinformatik,"A. M. Prokhorov General Physics Institute, Russian Academy of Sciences",30,33
Institut fu&#x0308;r Wirtschaftsinformatik,"Fuso Pharmaceutical Industries, Ltd.",28,45
Institut fu&#x0308;r Wirtschaftsinformatik,DCA Design International Ltd,31,35
Institut fu&#x0308;r Wirtschaftsinformatik,Center Latin American Studies,34,31
Institut fu&#x0308;r Wirtschaftsinformatik,Antioch University,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,Gardner-Webb University,25,28
Institut fu&#x0308;r Wirtschaftsinformatik,Universidad de Las Americas Puebla,26,24
Institut fu&#x0308;r Wirtschaftsinformatik,Southeastern Oklahoma State University,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Unilever,12,16
Institut fu&#x0308;r Wirtschaftsinformatik,Calspan Corporation,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Lebanese International University,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,"C2G Logistics, Inc",27,28
Institut fu&#x0308;r Wirtschaftsinformatik,University of Lethbridge,33,28
Institut fu&#x0308;r Wirtschaftsinformatik,Macquarie Group Limited,22,31
Institut fu&#x0308;r Wirtschaftsinformatik,ST-Ericsson,26,23
Institut fu&#x0308;r Wirtschaftsinformatik,Asian Culture Institute,37,34
Institut fu&#x0308;r Wirtschaftsinformatik,"The University of Hong Kong, Zhejiang Institute of Research and Innovation",38,35
Institut fu&#x0308;r Wirtschaftsinformatik,University of Missouri-St,39,30
Institut fu&#x0308;r Wirtschaftsinformatik,"The Learning Chameleon, Inc",26,24
Institut fu&#x0308;r Wirtschaftsinformatik,NAVAIR,17,17
Institut fu&#x0308;r Wirtschaftsinformatik,Hamdam Bin Mohammed Smart University,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,University in Bloomington,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,"Stanley M. Slowik, Inc.",25,30
Institut fu&#x0308;r Wirtschaftsinformatik,Open Humans Foundation,31,32
Institut fu&#x0308;r Wirtschaftsinformatik,"Faculdade de Ciências e Tecnologia, New University of Lisbon",25,26
Institut fu&#x0308;r Wirtschaftsinformatik,Foxconn International Holdings,31,37
Institut fu&#x0308;r Wirtschaftsinformatik,Fortune Institute of International Business,45,48
Institut fu&#x0308;r Wirtschaftsinformatik,ABB Group,12,12
Institut fu&#x0308;r Wirtschaftsinformatik,Univ. of C. Florida,33,24
Institut fu&#x0308;r Wirtschaftsinformatik,University of Science and Technology Liaoning,34,33
Institut fu&#x0308;r Wirtschaftsinformatik,KIT Digital AG,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,Pixelpark AG,19,19
Institut fu&#x0308;r Wirtschaftsinformatik,Vancl Research Laboratory,33,27
Institut fu&#x0308;r Wirtschaftsinformatik,Changchun University of Science and Technology,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Gulf University for Science and Technology Kuwait,35,31
Institut fu&#x0308;r Wirtschaftsinformatik,University of Sfax,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,Laboratoire d'Analyse et Modélisation de Systèmes pour l'Aide à la Décision,27,31
Institut fu&#x0308;r Wirtschaftsinformatik,"Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis",29,30
Institut fu&#x0308;r Wirtschaftsinformatik,Centric,20,21
Institut fu&#x0308;r Wirtschaftsinformatik,KnowledgeBase Marketing,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,Yunnan Branch of China Development Bank,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Metallurgy college of logistics Kunming normal college,31,34
Institut fu&#x0308;r Wirtschaftsinformatik,Inst. für Wirtschaftsinformatik,79,80
Institut fu&#x0308;r Wirtschaftsinformatik,School of Engineering University,27,30
Institut fu&#x0308;r Wirtschaftsinformatik,"Rossmoore Associates, Inc",30,31
Institut fu&#x0308;r Wirtschaftsinformatik,"Tyndall National Institute at National University of Ireland, Cork",35,38
Institut fu&#x0308;r Wirtschaftsinformatik,Analog Devices Ireland,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,"Tektromx, Inc.",21,30
Institut fu&#x0308;r Wirtschaftsinformatik,Renmin (People’s) University of China,33,29
Institut fu&#x0308;r Wirtschaftsinformatik,Millsaps College,17,18
Institut fu&#x0308;r Wirtschaftsinformatik,Flint Transfeld Services Ltd (FT-SERVICES,31,35
Institut fu&#x0308;r Wirtschaftsinformatik,Oxford Institute of Retail Management,46,41
Institut fu&#x0308;r Wirtschaftsinformatik,FOM University of Applied Sciences for Economics and Management in Munich,33,30
Institut fu&#x0308;r Wirtschaftsinformatik,Computer Associates,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Fairmont State University,36,36
Institut fu&#x0308;r Wirtschaftsinformatik,Sichuan Normal University,33,30
Institut fu&#x0308;r Wirtschaftsinformatik,School of Information,41,32
Institut fu&#x0308;r Wirtschaftsinformatik,University Libraries,32,26
Institut fu&#x0308;r Wirtschaftsinformatik,School of Education,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,School of Dentistry,26,33
Institut fu&#x0308;r Wirtschaftsinformatik,University of Matanzas,34,29
Institut fu&#x0308;r Wirtschaftsinformatik,ESC Rennes School of Business,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Osaka Prefecture University,32,29
Institut fu&#x0308;r Wirtschaftsinformatik,CaseWare IDEA Inc,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Huaihai Institute of Technology,44,47
Institut fu&#x0308;r Wirtschaftsinformatik,Turun Yliopistollinen Keskussairaala,28,31
Institut fu&#x0308;r Wirtschaftsinformatik,Pfizer GmbH Germany,23,20
Institut fu&#x0308;r Wirtschaftsinformatik,Centre for Computational Intelligence,35,36
Institut fu&#x0308;r Wirtschaftsinformatik,Centre for Computing and Social Responsibility,30,32
Institut fu&#x0308;r Wirtschaftsinformatik,St John's University,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,ESC Rennes School of Business,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Australian Government,32,35
Institut fu&#x0308;r Wirtschaftsinformatik,Hannam University,27,24
Institut fu&#x0308;r Wirtschaftsinformatik,Const. Fuster,33,26
Institut fu&#x0308;r Wirtschaftsinformatik,"Fuji Xerox Co., Ltd.",26,28
Institut fu&#x0308;r Wirtschaftsinformatik,NC AandT State University,33,33
Institut fu&#x0308;r Wirtschaftsinformatik,China National Institute for Standardization,44,45
Institut fu&#x0308;r Wirtschaftsinformatik,eXcelon Corporation,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,"Indian Institute of Technology, Kanpur",42,44
Institut fu&#x0308;r Wirtschaftsinformatik,Monitor United States,35,35
Institut fu&#x0308;r Wirtschaftsinformatik,Icosystem Corproation,32,26
Institut fu&#x0308;r Wirtschaftsinformatik,Blue Martini Software,25,32
Institut fu&#x0308;r Wirtschaftsinformatik,Hybrid Vigor Institute,28,41
Institut fu&#x0308;r Wirtschaftsinformatik,University Coll Agder,25,23
Institut fu&#x0308;r Wirtschaftsinformatik,China University of Political Science and Law,37,33
Institut fu&#x0308;r Wirtschaftsinformatik,International Hellenic University,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,Tulane University School of Public Health and Tropical Medicine,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,Zhengzhou Electric Power Company,30,25
Institut fu&#x0308;r Wirtschaftsinformatik,Dundalk Institute of Technology,44,47
Institut fu&#x0308;r Wirtschaftsinformatik,Polytechnion Kritis,26,30
Institut fu&#x0308;r Wirtschaftsinformatik,Seer Technologies,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Postgraduate School,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Veridian Corp.,21,19
Institut fu&#x0308;r Wirtschaftsinformatik,Universidad Rey Juan Carlos,26,29
Institut fu&#x0308;r Wirtschaftsinformatik,Alberta Research Council,24,25
Institut fu&#x0308;r Wirtschaftsinformatik,Sentient Corporation,35,26
Institut fu&#x0308;r Wirtschaftsinformatik,KPS Partners LLC,21,25
Institut fu&#x0308;r Wirtschaftsinformatik,BI Norwegian Business School,29,35
Institut fu&#x0308;r Wirtschaftsinformatik,"Universidad del Norte, Colombia",30,25
Institut fu&#x0308;r Wirtschaftsinformatik,Siddaganga Institute of Technology,42,43
Institut fu&#x0308;r Wirtschaftsinformatik,Lebanon Valley College,16,16
Institut fu&#x0308;r Wirtschaftsinformatik,Bose Corporation,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,e-Spirit AG,23,23
Institut fu&#x0308;r Wirtschaftsinformatik,California State University San Bernardino,38,29
Institut fu&#x0308;r Wirtschaftsinformatik,Computer and Automation Research Institute Hungarian Academy of Sciences,32,34
Institut fu&#x0308;r Wirtschaftsinformatik,Courant Institute of Mathematical Sciences,43,43
Institut fu&#x0308;r Wirtschaftsinformatik,Missouri University of Science and Technology,32,33
Institut fu&#x0308;r Wirtschaftsinformatik,CeRSI,13,13
Institut fu&#x0308;r Wirtschaftsinformatik,Lab. Plant Physiol. and Molec. Biol.,23,30
Institut fu&#x0308;r Wirtschaftsinformatik,Zentrum für Europäische Wirtschaftsforschung GmbH,51,48
Institut fu&#x0308;r Wirtschaftsinformatik,Air Force Engineering University China,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,"Know-Center, Graz",20,28
Institut fu&#x0308;r Wirtschaftsinformatik,Zefat Academic College,19,19
Institut fu&#x0308;r Wirtschaftsinformatik,Information Technology Department,35,35
Institut fu&#x0308;r Wirtschaftsinformatik,Kamuzu College of Nursing,24,27
Institut fu&#x0308;r Wirtschaftsinformatik,School of Computing,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Holland and Davis LLC,19,26
Institut fu&#x0308;r Wirtschaftsinformatik,Sumaria Systems Inc.,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,Universidade Federal do Estado do Rio de Janeiro,29,27
Institut fu&#x0308;r Wirtschaftsinformatik,Ministry of Transport,41,39
Institut fu&#x0308;r Wirtschaftsinformatik,Nuclear Installations Inspectorate,39,35
Institut fu&#x0308;r Wirtschaftsinformatik,Centro Nacional de Supercomputación,29,29
Institut fu&#x0308;r Wirtschaftsinformatik,CSTEP,13,13
Institut fu&#x0308;r Wirtschaftsinformatik,GroupSystems.com,21,18
Institut fu&#x0308;r Wirtschaftsinformatik,University of Brunel,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,Kasetsart University,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,McGladrey & Pullen,13,14
Institut fu&#x0308;r Wirtschaftsinformatik,Shanghai Science and Technology University,29,31
Institut fu&#x0308;r Wirtschaftsinformatik,IBM China Company Limited,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,Universidad Simón Bolívar,30,28
Institut fu&#x0308;r Wirtschaftsinformatik,University of Central Oklahoma,33,25
Institut fu&#x0308;r Wirtschaftsinformatik,Deloitte Consultancy,26,26
Institut fu&#x0308;r Wirtschaftsinformatik,Graduate School of Politecnico,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,Great Lakes Institute of Management,39,42
Institut fu&#x0308;r Wirtschaftsinformatik,HW Communications Ltd,29,29
Institut fu&#x0308;r Wirtschaftsinformatik,Emory University School of Medicine,29,29
Institut fu&#x0308;r Wirtschaftsinformatik,CRC for Enterprise Distributed Systems Technology (DSTC),29,36
Institut fu&#x0308;r Wirtschaftsinformatik,Laboratoire Traitement et Communication de l'Information,41,37
Institut fu&#x0308;r Wirtschaftsinformatik,Institute for Pervasive Computing,53,41
Institut fu&#x0308;r Wirtschaftsinformatik,Newjersey Institute Of Technology,43,43
Institut fu&#x0308;r Wirtschaftsinformatik,IU School of Informatics,48,34
Institut fu&#x0308;r Wirtschaftsinformatik,Center for Collaboration Science,35,36
Institut fu&#x0308;r Wirtschaftsinformatik,AT and T,20,20
Institut fu&#x0308;r Wirtschaftsinformatik,Heilbronn Business School,27,33
Institut fu&#x0308;r Wirtschaftsinformatik,Key Strategies and Solutions Inc.,27,36
Institut fu&#x0308;r Wirtschaftsinformatik,National Energy Board,25,29
Institut fu&#x0308;r Wirtschaftsinformatik,"SONY Computer Science Laboratory, Paris",35,30
Institut fu&#x0308;r Wirtschaftsinformatik,Simpson College,18,18
Institut fu&#x0308;r Wirtschaftsinformatik,United Nations Conference on Trade and Development,30,29
Institut fu&#x0308;r Wirtschaftsinformatik,VODW,4,4
Institut fu&#x0308;r Wirtschaftsinformatik,Integrated Business Solution Center of Sprint,32,37
Institut fu&#x0308;r Wirtschaftsinformatik,University of Wisconsm-whitewater,40,43
Institut fu&#x0308;r Wirtschaftsinformatik,Kayex-An SPX Brand,23,27
Institut fu&#x0308;r Wirtschaftsinformatik,College of Business Administration,32,32
Institut fu&#x0308;r Wirtschaftsinformatik,SAP Corp. Research Centre Brisbane,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,University of Austin at Texas,37,34
Institut fu&#x0308;r Wirtschaftsinformatik,National University of Tainan Taiwan,38,34
Institut fu&#x0308;r Wirtschaftsinformatik,Biology Department,20,20
Institut fu&#x0308;r Wirtschaftsinformatik,Chiba University,28,25
Institut fu&#x0308;r Wirtschaftsinformatik,DSO National Laboratories,33,30
Institut fu&#x0308;r Wirtschaftsinformatik,Graduate School of Operational and Information Sciences,35,35
Institut fu&#x0308;r Wirtschaftsinformatik,IT University,33,30
Institut fu&#x0308;r Wirtschaftsinformatik,EAI Technologies,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,The Capital Group Companies,32,26
Institut fu&#x0308;r Wirtschaftsinformatik,University Hospital Maastricht,33,34
Institut fu&#x0308;r Wirtschaftsinformatik,Attorney at Law,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,Institute of Aeronautical Industry Management,48,37
Institut fu&#x0308;r Wirtschaftsinformatik,Harbin Boiler Company Limited,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,Critical Path Institute,31,38
Institut fu&#x0308;r Wirtschaftsinformatik,Azusa Pacific University,27,31
Institut fu&#x0308;r Wirtschaftsinformatik,KK Women's And Children's Hospital,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,Northern Light Group,26,30
Institut fu&#x0308;r Wirtschaftsinformatik,"Silvaco Data Systems, Inc.",26,28
Institut fu&#x0308;r Wirtschaftsinformatik,Schneider Logistics,26,33
Institut fu&#x0308;r Wirtschaftsinformatik,Winthrop University,33,37
Institut fu&#x0308;r Wirtschaftsinformatik,Texas Instruments,31,34
Institut fu&#x0308;r Wirtschaftsinformatik,Southern Arizona VA Health Care System,28,33
Institut fu&#x0308;r Wirtschaftsinformatik,Baha'i Institute for Higher Education (BIHE),47,31
Institut fu&#x0308;r Wirtschaftsinformatik,Hanyang University,27,24
Institut fu&#x0308;r Wirtschaftsinformatik,Hong Kong and Shanghai Banking Corporation,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,FMT Associates,25,33
Institut fu&#x0308;r Wirtschaftsinformatik,Brunei University,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Glaxo Smith Kline,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Center for Creative Leadership,33,37
Institut fu&#x0308;r Wirtschaftsinformatik,Heilongjiang University of Science and Technology,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Fachhochschule Kiel,16,17
Institut fu&#x0308;r Wirtschaftsinformatik,Chongqing University of Technology,34,29
Institut fu&#x0308;r Wirtschaftsinformatik,Direct. of Land Synth. Environments,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,Operational Research Team,27,27
Institut fu&#x0308;r Wirtschaftsinformatik,Office of Naval Research,24,25
Institut fu&#x0308;r Wirtschaftsinformatik,"DDL-OMNI Engineering, LLC",21,28
Institut fu&#x0308;r Wirtschaftsinformatik,Beloit College,18,18
Institut fu&#x0308;r Wirtschaftsinformatik,Kim's Eye Hospital,27,27
Institut fu&#x0308;r Wirtschaftsinformatik,International Shari’ah Research Academy for Islamic Finance,34,30
Institut fu&#x0308;r Wirtschaftsinformatik,Munich School of Management,29,26
Institut fu&#x0308;r Wirtschaftsinformatik,100World AG,23,15
Institut fu&#x0308;r Wirtschaftsinformatik,Taipei Medical University,27,27
Institut fu&#x0308;r Wirtschaftsinformatik,Haute Autorité de Santé,34,39
Institut fu&#x0308;r Wirtschaftsinformatik,Ecole des hautes études en santé publique,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,Universite de Versailles Saint-Quentin-en-Yvelines,30,33
Institut fu&#x0308;r Wirtschaftsinformatik,Pôle Recherche,18,19
Institut fu&#x0308;r Wirtschaftsinformatik,Laboratoire d'Informatique de Grenoble,32,35
Institut fu&#x0308;r Wirtschaftsinformatik,Université de Tunis,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,John Muir Community Health Alliance,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,Tata Research Development and Design Center,28,31
Institut fu&#x0308;r Wirtschaftsinformatik,IQVIA Incorporated.,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,Graduate Institute of International and Development Studies,42,40
Institut fu&#x0308;r Wirtschaftsinformatik,SAP (Switzerland) Inc.,25,30
Institut fu&#x0308;r Wirtschaftsinformatik,FGV-SP,8,13
Institut fu&#x0308;r Wirtschaftsinformatik,FEA-USP,12,17
Institut fu&#x0308;r Wirtschaftsinformatik,Shaanxi Xueqian Normal University,32,32
Institut fu&#x0308;r Wirtschaftsinformatik,GE Aviation,23,23
Institut fu&#x0308;r Wirtschaftsinformatik,Claremont McKenna College,18,21
Institut fu&#x0308;r Wirtschaftsinformatik,Personal Library Software Incorporated,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,University of Indianapolis,35,30
Institut fu&#x0308;r Wirtschaftsinformatik,"Universidad de Los Andes, Colombia",29,27
Institut fu&#x0308;r Wirtschaftsinformatik,Institute for Technology Management (ITEM-HSG),48,42
Institut fu&#x0308;r Wirtschaftsinformatik,Neumann University Aston,30,28
Institut fu&#x0308;r Wirtschaftsinformatik,Grambling State University,35,33
Institut fu&#x0308;r Wirtschaftsinformatik,Coach and Commitments,22,23
Institut fu&#x0308;r Wirtschaftsinformatik,Richmond University,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,Technology Co,18,22
Institut fu&#x0308;r Wirtschaftsinformatik,University of Tehran,35,33
Institut fu&#x0308;r Wirtschaftsinformatik,KC University,25,26
Institut fu&#x0308;r Wirtschaftsinformatik,Norwegian Sch. Mgmt.,29,27
Institut fu&#x0308;r Wirtschaftsinformatik,"ChangSha Wasion Energy Industrial Technology Co., Ltd.",29,33
Institut fu&#x0308;r Wirtschaftsinformatik,MetOcean Solutions Ltd.,22,29
Institut fu&#x0308;r Wirtschaftsinformatik,"Washington University School of Medicine in St. Louis, Mallinckrodt Institute of Radiology",30,37
Institut fu&#x0308;r Wirtschaftsinformatik,ICAEW,13,13
Institut fu&#x0308;r Wirtschaftsinformatik,Deloitte,12,12
Institut fu&#x0308;r Wirtschaftsinformatik,Hamad Bin Khalifa University,29,29
Institut fu&#x0308;r Wirtschaftsinformatik,"Arthur D Little, Inc.",29,27
Institut fu&#x0308;r Wirtschaftsinformatik,Axon Labs Limited,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,"Barclays de Zoete Wedd Securities, Ltd",22,26
Institut fu&#x0308;r Wirtschaftsinformatik,China University of Science and Technology,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,China University of Technology,36,31
Institut fu&#x0308;r Wirtschaftsinformatik,T-Systems SfR,22,26
Institut fu&#x0308;r Wirtschaftsinformatik,Slovak Academy of Sciences,24,30
Institut fu&#x0308;r Wirtschaftsinformatik,Zuse Institute Berlin,38,35
Institut fu&#x0308;r Wirtschaftsinformatik,HPC Center Stuttgart (HLRS,26,30
Institut fu&#x0308;r Wirtschaftsinformatik,EML Research and TU,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,Georg-August-University Gttingen,24,33
Institut fu&#x0308;r Wirtschaftsinformatik,Applied Science Private University Jordan,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,Hashemite University,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,U.S. Army Artificial Intelligence,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,IESE,9,9
Institut fu&#x0308;r Wirtschaftsinformatik,Securities and Futures Commission of Hong Kong,36,32
Institut fu&#x0308;r Wirtschaftsinformatik,EXFO,13,9
Institut fu&#x0308;r Wirtschaftsinformatik,University of Mannheim,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,University of Colombo,32,26
Institut fu&#x0308;r Wirtschaftsinformatik,"Westat, Inc.",22,31
Institut fu&#x0308;r Wirtschaftsinformatik,State Center for Information Forensics and Assurance,38,45
Institut fu&#x0308;r Wirtschaftsinformatik,National Institute of Mental Health,39,45
Institut fu&#x0308;r Wirtschaftsinformatik,Instacart,31,32
Institut fu&#x0308;r Wirtschaftsinformatik,Det Norske Veritas Pty Ltd,26,30
Institut fu&#x0308;r Wirtschaftsinformatik,"Cimnet Systems, Inc.",29,27
Institut fu&#x0308;r Wirtschaftsinformatik,School of Management Fudan University,28,33
Institut fu&#x0308;r Wirtschaftsinformatik,Infonyte GmbH,18,22
Institut fu&#x0308;r Wirtschaftsinformatik,Fraunhofer-Institut fur Integrierte Publikations- und Informationssysteme IPSI,47,37
Institut fu&#x0308;r Wirtschaftsinformatik,Ohio State University Medical Center,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,U.S. Census Bureau,23,28
Institut fu&#x0308;r Wirtschaftsinformatik,Suzhou University,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Principia College,20,21
Institut fu&#x0308;r Wirtschaftsinformatik,"Laboratoire en Innovation, Technologies, Economie et Management",27,29
Institut fu&#x0308;r Wirtschaftsinformatik,University of Limerick,34,29
Institut fu&#x0308;r Wirtschaftsinformatik,Atlantis Aerospace Corporation,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,Aerojet Rocketdyne,20,20
Institut fu&#x0308;r Wirtschaftsinformatik,Chosun University,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,GECKO mbH,12,12
Institut fu&#x0308;r Wirtschaftsinformatik,Reginald H. Jones Center's Project in Information Systems,36,31
Institut fu&#x0308;r Wirtschaftsinformatik,North Alabama Medical Center,26,35
Institut fu&#x0308;r Wirtschaftsinformatik,Roland Berger Strategy Consultants,26,35
Institut fu&#x0308;r Wirtschaftsinformatik,Service für Gasaufbereitung GmbH,32,31
Institut fu&#x0308;r Wirtschaftsinformatik,Pressetext Nachrichtenagentur GmbH,32,32
Institut fu&#x0308;r Wirtschaftsinformatik,Elizabethtown College,19,19
Institut fu&#x0308;r Wirtschaftsinformatik,J. M. Thompson Company,28,23
Institut fu&#x0308;r Wirtschaftsinformatik,Museum Lolland-Falster,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,California State University,35,32
Institut fu&#x0308;r Wirtschaftsinformatik,Sakarya Üniversitesi,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,Eastern Connecticut State University,31,36
Institut fu&#x0308;r Wirtschaftsinformatik,Cornaby Farms,22,19
Institut fu&#x0308;r Wirtschaftsinformatik,Kosin University,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,"Cambridgeshire County Council, United Kingdom",32,31
Institut fu&#x0308;r Wirtschaftsinformatik,CRAN Centre de Recherche en Automatique de Nancy,31,27
Institut fu&#x0308;r Wirtschaftsinformatik,Savannah State University,33,30
Institut fu&#x0308;r Wirtschaftsinformatik,Mercer University,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Eurocopter Group,21,21
Institut fu&#x0308;r Wirtschaftsinformatik,Karlshochschule International University,27,32
Institut fu&#x0308;r Wirtschaftsinformatik,Chongqing Environmental Protection Bureau,31,32
Institut fu&#x0308;r Wirtschaftsinformatik,Kanto Gakuin University,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Tokyo Metropolitan Institute of Technology,38,46
Institut fu&#x0308;r Wirtschaftsinformatik,University of La Verne,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,Wuxi Hand Surgery Hospital,29,27
Institut fu&#x0308;r Wirtschaftsinformatik,Jiangsu Provincial People's Hospital,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Institute of System Science,46,44
Institut fu&#x0308;r Wirtschaftsinformatik,UNSW and Enterprise Analysts Pty. Ltd,25,26
Institut fu&#x0308;r Wirtschaftsinformatik,International Trade Centre,32,36
Institut fu&#x0308;r Wirtschaftsinformatik,Universidade de Aveiro,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,Hanyang University,27,24
Institut fu&#x0308;r Wirtschaftsinformatik,National University of Singapore Business School,33,38
Institut fu&#x0308;r Wirtschaftsinformatik,Singapore Polytechnic,29,26
Institut fu&#x0308;r Wirtschaftsinformatik,"Ministry of Water Resources, P.R. China",37,36
Institut fu&#x0308;r Wirtschaftsinformatik,Netrii.com,27,24
Institut fu&#x0308;r Wirtschaftsinformatik,Thomson Reuters,21,29
Institut fu&#x0308;r Wirtschaftsinformatik,Dan McCreary and Associates,26,29
Institut fu&#x0308;r Wirtschaftsinformatik,Royal Berkshire NHS Foundation Trust,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Eagle Technology,21,21
Institut fu&#x0308;r Wirtschaftsinformatik,Universitatea Tehnica Gh. Asachi din IasI,36,32
Institut fu&#x0308;r Wirtschaftsinformatik,Seneca College of Applied Arts & Technology,28,27
Institut fu&#x0308;r Wirtschaftsinformatik,Computer Sciences Corporation in Deutschland,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,Mount Saint Mary College,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,Computing Trends,17,21
Institut fu&#x0308;r Wirtschaftsinformatik,Huaiyin Institute of Technology,44,47
Institut fu&#x0308;r Wirtschaftsinformatik,"Huai An Shi Su Tong Shi Zheng Ji Xie Co.,Ltd.",32,29
Institut fu&#x0308;r Wirtschaftsinformatik,"Huai An Bin Hu Ji Xie Co.,Ltd.",28,32
Institut fu&#x0308;r Wirtschaftsinformatik,"Huaian Tiangong Transmission Technical Co., Ltd.",29,37
Institut fu&#x0308;r Wirtschaftsinformatik,University North Texas,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,Shenyang Meteorological Bureau,22,28
Institut fu&#x0308;r Wirtschaftsinformatik,SMR Automotive Mirrors Stuttgart GmbH,25,31
Institut fu&#x0308;r Wirtschaftsinformatik,The ICT University,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,University Teaching Hospital of Kigali (CHUK),32,33
Institut fu&#x0308;r Wirtschaftsinformatik,Texas Telehealth Technologies,28,26
Institut fu&#x0308;r Wirtschaftsinformatik,Muhimbili University of Health and Allied Sciences,30,26
